Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
199,1764879966745,2146,2119,1903,800,2029,799,1862,803,2538,2470,2472,2492,2123,800,1056,1878,1650,800,2276,800,30.000001907348633,0,30.000001907348633,0,25,19.047618865966797,9.523809432983398,30.000001907348633,5,14.285715103149414,23.809524536132813,10,5.263157844543457,31.57894515991211,57.142860412597656,10.526315689086914,21.052631378173828,31.57894515991211,23.809524536132813,0,0,1403.5831298828125,1200.609130859375,0,33410260992,0,2657001472,0
199,1764879966945,2146,2119,1903,800,2029,799,1862,803,2538,2470,2472,2492,2123,800,1056,1878,1650,800,2276,800,57.894737243652344,5,15.000000953674316,20,72.22222137451172,0,25,10,10.526315689086914,10.526315689086914,5.263157844543457,10.526315689086914,15.000000953674316,35,25,65,5,80,10,71.42857360839844,0,1422.1396484375,1218.8321533203125,0,33410260992,0,2697928704,0
199,1764879967145,2146,2119,1903,800,2029,799,1862,803,2538,2470,2472,2492,2123,800,1056,1878,1650,800,2276,800,20,5,10.526315689086914,5,15.000000953674316,9.523809432983398,5,5,9.523809432983398,13.636363983154297,5,5,19.047618865966797,5,5.263157844543457,28.571430206298828,84.21052551269531,5,5.263157844543457,0,0,1432.9099731445313,1229.3068237304688,0,33410260992,0,2721247232,0
199,1764879967345,2146,2119,1903,800,2029,799,1862,803,2538,2470,2472,2492,2123,800,1056,1878,1650,800,2276,800,15.000000953674316,20,15.000000953674316,0,15.000000953674316,0,15.000000953674316,0,5,0,4.761904716491699,5,20,0,33.333335876464844,10,76.19047546386719,0,19.047618865966797,0,0,1443.4407958984375,1239.5458984375,0,33410260992,0,2760626176,0
199,1764879967545,2146,2119,1903,800,2029,799,1862,803,2538,2470,2472,2492,2123,800,1056,1878,1650,800,2276,800,15.000000953674316,23.809524536132813,23.809524536132813,0,26.3157901763916,0,11.111111640930176,0,15.000000953674316,15.000000953674316,5.263157844543457,0,31.57894515991211,0,26.3157901763916,10.526315689086914,65,0,20,0,0,1455.6251220703125,1251.4354248046875,0,33410260992,0,2806779904,0
199,1764879967745,2146,2119,1903,800,2029,799,1862,803,2538,2470,2472,2492,2123,800,1056,1878,1650,800,2276,800,35,10.526315689086914,57.894737243652344,0,80,0,52.38095474243164,5,21.052631378173828,20,15.000000953674316,14.285715103149414,26.3157901763916,5,42.105262756347656,10,81.81818389892578,10,47.36842346191406,0,0,1474.1658325195313,1269.6648559570313,0,33410260992,0,2757513216,0
199,1764879967945,2146,2119,1903,800,2029,799,1862,803,2538,2470,2472,2492,2123,800,1056,1878,1650,800,2276,800,28.571430206298828,50,60.000003814697266,5,50,4.761904716491699,85,4.761904716491699,25,21.052631378173828,10.526315689086914,26.3157901763916,23.809524536132813,25,35,35,5.263157844543457,55,50,4.761904716491699,0,1492.9974365234375,1288.1873168945313,0,33410260992,0,2778279936,0
199,1764879968145,2146,2119,1903,800,2029,799,1862,803,2538,2470,2472,2492,2123,800,1056,1878,1650,800,2276,800,20,57.894737243652344,30.000001907348633,35,45,0,35,21.052631378173828,35,18.18181800842285,14.285715103149414,10,5.263157844543457,55,28.571430206298828,71.42857360839844,22.22222328186035,50,61.904762268066406,0,0,1513.208740234375,1308.0784301757813,0,33410260992,0,2857267200,0
199,1764879968345,2146,2119,1903,800,2029,799,1862,803,2538,2470,2472,2492,2123,800,1056,1878,1650,800,2276,800,50,20,47.36842346191406,9.523809432983398,47.619049072265625,0,0,100,20,15.789472579956055,25,20,20,25,10,80,80.95238494873047,0,42.105262756347656,21.052631378173828,0,1534.0020141601563,1328.5418701171875,0,33410260992,0,2933489664,0
199,1764879968546,2146,2119,1903,800,2029,799,1862,803,2538,2470,2472,2492,2123,800,1056,1878,1650,800,2276,800,5.263157844543457,15.000000953674316,30.000001907348633,0,5.263157844543457,23.809524536132813,10,23.809524536132813,10,15.000000953674316,15.789472579956055,5,15.000000953674316,15.789472579956055,20,15.789472579956055,35,0,15.000000953674316,0,0,1544.6884155273438,1338.9357299804688,0,33410260992,0,2957623296,0
199,1764879968746,2146,2119,1903,800,2029,799,1862,803,2538,2470,2472,2492,2123,800,1056,1878,1650,800,2276,800,5,5.263157844543457,9.090909004211426,0,5,0,5,0,0,0,0,9.523809432983398,5,0,10.526315689086914,4.761904716491699,10,0,9.523809432983398,0,0,1546.4741821289063,1340.4371337890625,0,33410260992,0,2957623296,0
199,1764879968946,2146,2119,1903,800,2029,799,1862,803,2538,2470,2472,2492,2123,800,1056,1878,1650,800,2276,800,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,5,0,14.285715103149414,0,0,0,0,0,0,1547.4402465820313,1341.1212768554688,0,33410260992,0,2963042304,0
199,1764879969146,2146,2119,1903,800,2029,799,1862,803,2538,2470,2472,2492,2123,800,1056,1878,1650,800,2276,800,0,0,0,0,0,0,9.090909004211426,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1548.1033325195313,1341.5021362304688,0,33410260992,0,2963279872,0
200,1764879969346,2146,2119,1903,800,2029,799,1862,803,2538,2470,2472,2492,2123,800,1056,1878,1650,800,2276,800,0,0,0,0,0,0,9.090909004211426,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1549.11474609375,1342.2324829101563,0,33410260992,0,2968920064,0
199,1764879969546,2146,2119,1903,800,2029,799,1862,803,2538,2470,2472,2492,2123,800,1056,1878,1650,800,2276,800,0,0,0,0,0,0,5,0,2.4390242099761963,4.878048419952393,2.5,2.5641026496887207,0,0,0,0,0,0,0,0,0,1549.64404296875,1342.47900390625,0,33410260992,0,2968952832,0
199,1764879969746,2146,2119,1903,800,2029,799,1862,803,2538,2470,2472,2492,2123,800,1056,1878,1650,800,2276,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550.1351928710938,1342.6857299804688,0,33410260992,0,2968952832,0
199,1764879969947,2146,2119,1903,800,2029,799,1862,803,2538,2470,2472,2492,2123,800,1056,1878,1650,800,2276,800,9.523809432983398,0,0,0,9.090909004211426,0,5,0,0,10,0,0,0,0,0,0,5,0,0,0,0,1550.9930419921875,1343.263671875,0,33410260992,0,2973597696,0
199,1764879970147,2146,2119,1903,800,2029,799,1862,803,2538,2470,2472,2492,2123,800,1056,1878,1650,800,2276,800,9.090909004211426,4.761904716491699,0,0,0,0,0,5,0,0,0,0,4.761904716491699,0,0,0,0,4.761904716491699,0,0,0,1551.5908813476563,1343.579833984375,0,33410260992,0,2973597696,0
