Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
199,1765570342533,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,5,9.523809432983398,5.263157844543457,0,0,0,0,0,4.761904716491699,0,0,0,0,4.761904716491699,15.789472579956055,0,0,4.761904716491699,0,0,0,2729.8826293945313,2255.686279296875,0,33410265088,0,2915020800,0
199,1765570342733,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,0,0,0,0,5,5,5.263157844543457,0,0,0,0,0,0,0,0,0,5.263157844543457,5,4.761904716491699,0,0,2730.5965576171875,2256.1181030273438,0,33410265088,0,2913718272,0
199,1765570342933,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,0,0,0,0,5,5,5.263157844543457,0,0,0,0,0,0,0,0,0,5.263157844543457,5,4.761904716491699,0,0,2731.9603881835938,2257.1992797851563,0,33410265088,0,2911240192,0
199,1765570343133,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,5.263157844543457,0,5,0,9.523809432983398,0,10.526315689086914,5,0,0,0,0,0,5,9.523809432983398,9.523809432983398,5,19.047618865966797,9.523809432983398,0,0,2732.8795166015625,2257.8358154296875,0,33410265088,0,2910826496,0
200,1765570343333,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,5.263157844543457,0,5,0,9.523809432983398,0,10.526315689086914,5,0,0,0,0,0,5,9.523809432983398,9.523809432983398,5,19.047618865966797,9.523809432983398,0,0,2733.6705322265625,2258.3445434570313,0,33410265088,0,2912612352,0
199,1765570343534,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,0,0,7.500000476837158,0,0,0,4.878048419952393,0,4.761904716491699,0,0,0,2.5,0,15.384615898132324,2.5,9.756096839904785,12.5,7.692307949066162,0,0,2735.0147094726563,2259.4058227539063,0,33410265088,0,2916806656,0
199,1765570343734,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,5,0,0,0,5,0,5.263157844543457,0,0,4.761904716491699,0,0,0,0,20,0,0,0,5,0,0,2735.7395629882813,2259.848388671875,0,33410265088,0,2920095744,0
199,1765570343934,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,4.761904716491699,0,5.263157844543457,0,0,0,5,0,0,0,0,0,0,0,19.047618865966797,0,23.809524536132813,0,10,0,0,2737.003173828125,2260.8296508789063,0,33410265088,0,2922668032,0
199,1765570344134,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,0,0,4.761904716491699,0,5.263157844543457,0,9.523809432983398,9.090909004211426,0,0,0,0,0,0,15.789472579956055,0,0,0,4.761904716491699,0,0,2737.7763061523438,2261.3191528320313,0,33410265088,0,2921074688,0
199,1765570344334,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,0,0,4.761904716491699,0,5,0,0,0,0,0,0,0,4.761904716491699,0,5,0,20,0,0,0,0,2738.5221557617188,2261.782958984375,0,33410265088,0,2920452096,0
199,1765570344534,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,0,0,0,0,0,0,5,0,0,4.761904716491699,0,0,0,0,26.3157901763916,4.761904716491699,10,0,5,0,0,2739.8377685546875,2262.815673828125,0,33410265088,0,2920259584,0
199,1765570344734,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,0,4.761904716491699,4.761904716491699,0,9.090909004211426,0,5,0,0,0,0,0,4.761904716491699,0,5,0,20,0,4.761904716491699,4.761904716491699,0,2740.539794921875,2263.2372436523438,0,33410265088,0,2919383040,0
199,1765570344934,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,0,5,0,0,0,4.761904716491699,0,0,5.263157844543457,0,0,0,0,0,5,5,15.000000953674316,0,5.263157844543457,0,0,2741.2689208984375,2263.6832275390625,0,33410265088,0,2914713600,0
199,1765570345134,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,5,5,5.263157844543457,0,0,0,0,0,0,0,0,0,0,0,28.571430206298828,0,10.526315689086914,0,5,0,0,2742.6526489257813,2264.7833862304688,0,33410265088,0,2918748160,0
199,1765570345334,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,4.761904716491699,5,5.555555820465088,0,5,0,9.523809432983398,0,0,5,4.761904716491699,0,4.761904716491699,0,5.263157844543457,5,10,0,5,0,0,2743.5214233398438,2265.369384765625,0,33410265088,0,2902294528,0
200,1765570345534,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,4.761904716491699,5,5.555555820465088,0,5,0,9.523809432983398,0,0,5,4.761904716491699,0,4.761904716491699,0,5.263157844543457,5,10,0,5,0,0,2744.8296508789063,2266.3945922851563,0,33410265088,0,2903171072,0
199,1765570345734,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,0,23.076923370361328,17.073171615600586,2.4390242099761963,5,7.692307949066162,10.256410598754883,0,7.500000476837158,2.5,0,5,0,2.5,48.780487060546875,5,42.5,2.4390242099761963,22.5,0,0,2756.3966674804688,2277.6632080078125,0,33410265088,0,2955059200,0
199,1765570345934,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,14.285715103149414,70,40,0,20,40,36.842105865478516,0,20,20,15.000000953674316,9.523809432983398,35,0,80,4.761904716491699,66.66667175292969,15.000000953674316,50,4.761904716491699,0,2774.6109008789063,2295.5685424804688,0,33410265088,0,2911010816,0
199,1765570346134,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,31.57894515991211,30.000001907348633,25,42.85714340209961,47.619049072265625,28.571430206298828,28.571430206298828,38.095237731933594,23.809524536132813,35,20,35,10,36.842105865478516,100,0,63.15789031982422,15.000000953674316,57.894737243652344,0,0,2795.3253784179688,2315.96044921875,0,33410265088,0,2950680576,0
199,1765570346335,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,45,38.095237731933594,42.105262756347656,15.789472579956055,65,5.263157844543457,25,52.6315803527832,21.052631378173828,30.000001907348633,10,20,15.000000953674316,57.142860412597656,47.36842346191406,5,28.571430206298828,60.000003814697266,60.000003814697266,0,0,2815.5162963867188,2335.8152465820313,0,33410265088,0,3005591552,0
199,1765570346535,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,15.000000953674316,21.052631378173828,14.285715103149414,20,30.000001907348633,15.000000953674316,5,35,19.047618865966797,15.000000953674316,10.526315689086914,14.285715103149414,0,42.85714340209961,50,0,10,66.66667175292969,30.000001907348633,4.761904716491699,0,2829.709228515625,2349.6968383789063,0,33410265088,0,3047051264,0
199,1765570346735,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,22.22222328186035,33.333335876464844,35,42.85714340209961,55.55555725097656,35,42.85714340209961,95,35,40,50,50,35.29411697387695,27.77777862548828,75,28.571430206298828,42.105262756347656,33.333335876464844,40,31.57894515991211,0,2848.9202880859375,2368.5778198242188,0,33410265088,0,3101933568,0
199,1765570346935,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,22.22222328186035,33.333335876464844,35,42.85714340209961,55.55555725097656,35,42.85714340209961,95,35,40,50,50,35.29411697387695,27.77777862548828,75,28.571430206298828,42.105262756347656,33.333335876464844,40,31.57894515991211,0,2864.8052368164063,2384.1438598632813,0,33410265088,0,3109269504,0
199,1765570347135,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,32.5,28.205129623413086,37.5,20,40,10.256410598754883,35.897438049316406,25,24.390243530273438,27.5,26.829269409179688,28.205129623413086,23.809524536132813,34.14634323120117,34.21052551269531,28.947368621826172,47.36842346191406,27.5,25,25,0,2877.8892211914063,2396.9109497070313,0,33410265088,0,3160829952,0
199,1765570347335,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,47.619049072265625,42.85714340209961,40,44.4444465637207,31.57894515991211,31.57894515991211,40,30.000001907348633,33.333335876464844,38.095237731933594,36.842105865478516,31.57894515991211,33.333335876464844,57.142860412597656,59.09090805053711,23.809524536132813,40,47.826087951660156,31.57894515991211,36.3636360168457,0,2892.5816040039063,2411.2747192382813,0,33410265088,0,3181948928,0
199,1765570347535,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,38.095237731933594,33.333335876464844,40,28.571430206298828,23.809524536132813,47.619049072265625,42.85714340209961,15.789472579956055,38.095237731933594,31.57894515991211,38.095237731933594,33.333335876464844,25,25,16.666667938232422,60.000003814697266,30.000001907348633,40,35,21.052631378173828,0,2904.8609619140625,2423.229248046875,0,33410265088,0,3185274880,0
199,1765570347735,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,31.57894515991211,35,21.052631378173828,36.842105865478516,33.333335876464844,20,22.22222328186035,15.000000953674316,26.3157901763916,31.57894515991211,22.22222328186035,26.3157901763916,31.57894515991211,26.3157901763916,30.000001907348633,40,40,31.57894515991211,40,10.526315689086914,0,2913.0365600585938,2431.0972900390625,0,33410265088,0,3189104640,0
199,1765570347935,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,31.57894515991211,35,21.052631378173828,36.842105865478516,33.333335876464844,20,22.22222328186035,15.000000953674316,26.3157901763916,31.57894515991211,22.22222328186035,26.3157901763916,31.57894515991211,26.3157901763916,30.000001907348633,40,40,31.57894515991211,40,10.526315689086914,0,2927.4611206054688,2445.2006225585938,0,33410265088,0,3193499648,0
199,1765570348135,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,24.390243530273438,48.780487060546875,34.14634323120117,25,28.947368621826172,26.829269409179688,34.14634323120117,56.41025924682617,44.1860466003418,40.476192474365234,40,38.095237731933594,31.707317352294922,39.02438735961914,36.585365295410156,35,46.34146499633789,35,42.5,27.5,0,2936.5396728515625,2453.9591064453125,0,33410265088,0,3198574592,0
199,1765570348335,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,24.390243530273438,48.780487060546875,34.14634323120117,25,28.947368621826172,26.829269409179688,34.14634323120117,56.41025924682617,44.1860466003418,40.476192474365234,40,38.095237731933594,31.707317352294922,39.02438735961914,36.585365295410156,35,46.34146499633789,35,42.5,27.5,0,2949.48779296875,2466.5884399414063,0,33410265088,0,3204591616,0
199,1765570348535,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,16.216215133666992,26.3157901763916,31.57894515991211,14.634145736694336,20,30.000001907348633,25.641027450561523,7.500000476837158,28.205129623413086,25.641027450561523,29.268291473388672,23.076923370361328,24.390243530273438,25.641027450561523,30.000001907348633,17.5,28.205129623413086,53.84615707397461,17.948719024658203,12.5,0,2963.7050170898438,2480.4837036132813,0,33410265088,0,3210903552,0
199,1765570348735,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,16.216215133666992,26.3157901763916,31.57894515991211,14.634145736694336,20,30.000001907348633,25.641027450561523,7.500000476837158,28.205129623413086,25.641027450561523,29.268291473388672,23.076923370361328,24.390243530273438,25.641027450561523,30.000001907348633,17.5,28.205129623413086,53.84615707397461,17.948719024658203,12.5,0,2980.2348022460938,2496.6782836914063,0,33410265088,0,3219816448,0
199,1765570348935,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,19.51219367980957,55,36.585365295410156,15.000000953674316,18.421052932739258,15.384615898132324,27.5,12.820513725280762,26.829269409179688,30.952381134033203,27.5,25,20.512821197509766,28.205129623413086,51.28205490112305,33.333335876464844,38.46154022216797,9.756096839904785,34.14634323120117,10,0,2994.92529296875,2511.0369262695313,0,33410265088,0,3236929536,0
199,1765570349135,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,19.51219367980957,55,36.585365295410156,15.000000953674316,18.421052932739258,15.384615898132324,27.5,12.820513725280762,26.829269409179688,30.952381134033203,27.5,25,20.512821197509766,28.205129623413086,51.28205490112305,33.333335876464844,38.46154022216797,9.756096839904785,34.14634323120117,10,0,3008.24072265625,2524.030029296875,0,33410265088,0,3237871616,0
199,1765570349336,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,19.51219367980957,41.02564239501953,18.421052932739258,27.5,29.268291473388672,31.707317352294922,23.076923370361328,41.46341323852539,30.000001907348633,30.000001907348633,27.5,30.76923179626465,38.46154022216797,15.000000953674316,17.948719024658203,41.02564239501953,62.5,17.948719024658203,28.205129623413086,13.1578950881958,0,3024.1866455078125,2539.637451171875,0,33410265088,0,3247259648,0
199,1765570349536,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,19.51219367980957,41.02564239501953,18.421052932739258,27.5,29.268291473388672,31.707317352294922,23.076923370361328,41.46341323852539,30.000001907348633,30.000001907348633,27.5,30.76923179626465,38.46154022216797,15.000000953674316,17.948719024658203,41.02564239501953,62.5,17.948719024658203,28.205129623413086,13.1578950881958,0,3036.2278442382813,2551.3494262695313,0,33410265088,0,3247718400,0
199,1765570349736,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,32.5,34.14634323120117,47.5,27.5,39.47368621826172,22.5,48.780487060546875,36.585365295410156,41.02564239501953,39.02438735961914,35.897438049316406,43.90243911743164,41.02564239501953,43.589744567871094,50,36.585365295410156,47.36842346191406,30.000001907348633,36.585365295410156,30.000001907348633,0,3048.9503173828125,2563.7476806640625,0,33410265088,0,3109212160,0
199,1765570349936,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,15.789472579956055,26.3157901763916,38.095237731933594,15.000000953674316,30.000001907348633,23.809524536132813,47.36842346191406,15.789472579956055,31.81818199157715,31.57894515991211,33.333335876464844,30.000001907348633,20,40,31.57894515991211,45,35,15.000000953674316,20,30.000001907348633,0,3062.7784423828125,2577.24365234375,0,33410265088,0,3132964864,0
199,1765570350136,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,25,15.789472579956055,15.789472579956055,21.052631378173828,34.78260803222656,10,15.000000953674316,42.105262756347656,28.571430206298828,27.272727966308594,16.666667938232422,20,19.047618865966797,5.263157844543457,10.526315689086914,57.894737243652344,19.047618865966797,31.57894515991211,15.000000953674316,45,0,3078.2871704101563,2592.4208984375,0,33410265088,0,3132284928,0
199,1765570350336,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,19.047618865966797,15.000000953674316,20,5,15.000000953674316,20,11.111111640930176,4.761904716491699,25,20,15.000000953674316,21.052631378173828,19.047618865966797,5,25,25,25,20,25,10,0,3087.7282104492188,2601.5485229492188,0,33410265088,0,3139448832,0
199,1765570350536,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,42.105262756347656,40.90909194946289,40,36.842105865478516,36.842105865478516,60.000003814697266,50,40,50,47.36842346191406,54.54545593261719,47.36842346191406,40,85.71428680419922,78.94737243652344,38.095237731933594,50,42.85714340209961,47.619049072265625,30.000001907348633,0,3099.1076049804688,2612.6002197265625,0,33410265088,0,3139825664,0
199,1765570350736,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,19.047618865966797,35,20,20,22.22222328186035,20,21.052631378173828,14.285715103149414,31.57894515991211,25,16.666667938232422,23.809524536132813,25,15.000000953674316,42.85714340209961,5.263157844543457,15.789472579956055,26.3157901763916,15.789472579956055,30.000001907348633,0,3109.5706176757813,2622.7464599609375,0,33410265088,0,3141160960,0
199,1765570350936,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,19.047618865966797,35,20,20,22.22222328186035,20,21.052631378173828,14.285715103149414,31.57894515991211,25,16.666667938232422,23.809524536132813,25,15.000000953674316,42.85714340209961,5.263157844543457,15.789472579956055,26.3157901763916,15.789472579956055,30.000001907348633,0,3116.0067749023438,2628.8677368164063,0,33410265088,0,3134455808,0
199,1765570351137,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,25,26.829269409179688,32.5,26.19047737121582,35.897438049316406,28.205129623413086,34.21052551269531,33.333335876464844,37.5,40,35,39.02438735961914,30.76923179626465,25,40,20.512821197509766,41.46341323852539,31.707317352294922,32.432430267333984,17.073171615600586,0,3127.5948486328125,2640.1356811523438,0,33410265088,0,3143704576,0
199,1765570351336,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,25,26.829269409179688,32.5,26.19047737121582,35.897438049316406,28.205129623413086,34.21052551269531,33.333335876464844,37.5,40,35,39.02438735961914,30.76923179626465,25,40,20.512821197509766,41.46341323852539,31.707317352294922,32.432430267333984,17.073171615600586,0,3132.6320190429688,2644.8685913085938,0,33410265088,0,3143614464,0
199,1765570351536,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,35,30.76923179626465,41.02564239501953,22.5,53.84615707397461,17.073171615600586,40.476192474365234,38.46154022216797,50,43.90243911743164,42.105262756347656,43.589744567871094,30.76923179626465,44.73684310913086,52.499996185302734,29.268291473388672,29.7297306060791,20,41.46341323852539,17.073171615600586,0,3144.8147583007813,2656.7229614257813,0,33410265088,0,3167105024,0
200,1765570351736,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,35,30.76923179626465,41.02564239501953,22.5,53.84615707397461,17.073171615600586,40.476192474365234,38.46154022216797,50,43.90243911743164,42.105262756347656,43.589744567871094,30.76923179626465,44.73684310913086,52.499996185302734,29.268291473388672,29.7297306060791,20,41.46341323852539,17.073171615600586,0,3154.348388671875,2665.91455078125,0,33410265088,0,3185258496,0
199,1765570351937,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,33.333335876464844,35.897438049316406,47.5,20.512821197509766,35,20.512821197509766,33.333335876464844,29.268291473388672,43.90243911743164,41.02564239501953,41.46341323852539,40,34.14634323120117,22.5,41.46341323852539,15.789472579956055,33.333335876464844,31.57894515991211,35,17.948719024658203,0,3164.1714477539063,2675.4507446289063,0,33410265088,0,3190321152,0
199,1765570352137,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,33.333335876464844,35.897438049316406,47.5,20.512821197509766,35,20.512821197509766,33.333335876464844,29.268291473388672,43.90243911743164,41.02564239501953,41.46341323852539,40,34.14634323120117,22.5,41.46341323852539,15.789472579956055,33.333335876464844,31.57894515991211,35,17.948719024658203,0,3176.7300415039063,2687.6945190429688,0,33410265088,0,3189374976,0
199,1765570352337,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,27.5,25.641027450561523,30.000001907348633,17.5,26.829269409179688,15.000000953674316,35,10.256410598754883,33.333335876464844,32.5,28.205129623413086,29.268291473388672,23.68421173095703,32.5,33.333335876464844,26.19047737121582,30.952381134033203,45,30.000001907348633,22.5,0,3184.814208984375,2695.4685668945313,0,33410265088,0,3190583296,0
199,1765570352537,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,33.333335876464844,38.095237731933594,36.842105865478516,25,42.105262756347656,22.22222328186035,42.85714340209961,30.000001907348633,50,40,45,42.85714340209961,45,30.000001907348633,40,36.842105865478516,36.842105865478516,40,40,35,0,3191.6488037109375,2701.9933471679688,0,33410265088,0,3195625472,0
200,1765570352737,800,800,711,799,800,800,800,800,800,799,799,800,799,800,799,800,800,800,799,800,33.333335876464844,38.095237731933594,36.842105865478516,25,42.105262756347656,22.22222328186035,42.85714340209961,30.000001907348633,50,40,45,42.85714340209961,45,30.000001907348633,40,36.842105865478516,36.842105865478516,40,40,35,0,3201.0269165039063,2711.0550537109375,0,33410265088,0,3196727296,0
